Tijdstip,T Westgevel,T Oostgevel,T vloer west,T vloer oost
2026-02-11T06:16:43,10.4,10.3,16.8,18.1
2026-02-11T06:26:43,10.5,10.2,16.8,18.2
2026-02-11T06:36:43,10.8,10.6,17.4,19.4
2026-02-11T06:46:43,10.5,10.3,16.8,17.2
2026-02-11T06:56:43,10.4,10.4,16.8,17.5
2026-02-11T07:06:43,10.6,10.2,17.0,17.9
2026-02-11T07:16:43,10.6,10.3,17.1,17.9
2026-02-11T07:26:43,10.5,10.3,16.9,18.0
2026-02-11T07:36:43,10.7,10.3,16.7,18.0
2026-02-11T07:46:43,10.6,10.3,16.9,18.0
2026-02-11T07:56:43,10.6,10.4,16.9,18.1
2026-02-11T08:06:43,10.7,10.3,16.9,18.0
2026-02-11T08:16:43,10.8,10.3,16.9,18.2
2026-02-11T08:26:43,10.6,10.5,16.9,18.2
2026-02-11T08:36:43,10.7,10.5,17.0,18.1
2026-02-11T08:46:43,10.8,10.6,16.9,18.2
2026-02-11T08:56:43,10.8,10.4,16.9,18.4
2026-02-11T09:06:43,10.8,10.5,17.0,18.3
2026-02-11T09:16:43,10.8,10.6,17.0,18.4
2026-02-11T09:26:43,11.0,10.5,17.0,18.5
2026-02-11T09:36:43,10.8,10.6,17.0,18.5
2026-02-11T09:46:43,10.9,10.7,17.0,18.6
2026-02-11T09:56:43,10.8,10.6,17.2,18.4
2026-02-11T10:06:43,10.9,10.7,17.1,18.6
2026-02-11T10:16:43,11.1,10.7,17.2,18.6
2026-02-11T10:26:43,10.9,10.8,17.3,18.6
2026-02-11T10:36:43,36.7,12.1,18.1,19.0
2026-02-11T10:46:43,11.5,11.8,17.0,17.9
2026-02-11T10:56:44,10.9,12.8,17.9,19.6
2026-02-11T11:06:44,10.9,12.9,17.9,18.5
2026-02-11T11:16:44,11.6,13.1,17.4,19.1
2026-02-11T11:26:44,12.7,14.1,18.2,19.2
2026-02-11T11:36:44,12.4,13.8,17.9,19.0
2026-02-11T11:46:44,151.1,15.1,18.9,20.2
2026-02-11T11:56:44,-91.4,14.3,17.5,18.6
2026-02-11T12:06:44,23.1,13.6,17.0,18.8
2026-02-11T12:16:44,95.5,14.8,18.2,19.2
2026-02-11T12:26:44,-56.1,14.5,17.6,18.8
2026-02-11T14:05:11,20.6,19.7,18.8,-28.1
2026-02-11T14:15:11,19.0,19.4,18.8,21.0
2026-02-11T16:28:25,22.4,22.2,19.8,21.7
2026-02-11T16:44:14,21.2,22.4,19.7,21.6
2026-02-11T18:00:11,19.5,21.9,19.2,21.4
2026-02-11T18:10:11,19.8,21.9,20.0,21.5
2026-02-11T18:20:11,20.2,21.5,19.3,21.2
2026-02-11T18:30:11,20.8,21.7,19.2,21.0
2026-02-11T18:43:49,21.3,21.6,19.3,21.1
2026-02-11T18:53:49,21.6,21.8,19.6,21.4
2026-02-11T19:03:49,21.6,21.4,19.6,21.3
2026-02-11T19:13:49,21.8,21.9,19.3,21.4
2026-02-11T19:23:49,-273.2,-273.2,-273.2,-273.2
2026-02-11T19:33:49,-273.2,-273.2,-273.2,-273.2
2026-02-11T19:49:16,22.4,22.3,21.4,23.8
2026-02-11T20:06:14,22.6,22.4,20.9,22.9
2026-02-11T20:16:14,21.4,22.1,20.5,22.6
2026-02-11T20:26:14,19.9,21.4,20.3,21.9
2026-02-11T20:36:14,19.1,20.6,20.1,21.1
